,title,description,video_id,epilepsy_title,epilepsy_description
413,Dustforce - Pinky Toes (epilepsy warning!),Warning: This map changes colors frequently and I would advise against watching this video if you are sensitive to things of this nature. Dustforce custom map.,l4SeKv1NC0g,False,True
414,Gasoline GMV I Gacha Studio (EPILEPSY WARNING)(READ PINNED COMMENT),"Hey guys,I finally uploaded! Anways,I tried to make it different from the other gasoline videos. Yes,This is inspired by the game Detroit:Become Human. If you like ...",TaJIr_CSY7I,False,True
415,columbine | zero hour | EPILEPSY WARNING,YOUR EYES WILL BE RAPED ○ song : t.A.T.u. - 30 minutes (Kicks & Snares Trap remix) ○ TUMBLR : https://lnr-w.tumblr.com ○ INSTAGRAM ...,-OoZP-4Wiz8,False,True
416,"[SFM] [FNaF] ""Back Again"" by Groundbreaking [Epilepsy Warning!]",So guys I finished it. I really have to thank Sunnycraft because without her the animation wouldn't be done yet. SunnyCraft: ...,HZf1KGDmavI,False,True
417,[SFM] The Monsters Under My Bed REMIX | *EPILEPSY WARNING* | Animated Song,"After months, after 30+ sessions, after Sony Vegas crashes, after the PC broke twice, I proudly present you my most recent animation, The Monsters Under My ...",YVRW85tqaD0,False,True
418,LOTS OF SOS! - Reacting to(YTP) Charmx Eats *** Sos (EPILEPSY WARNING!!),Lots of sos! SUBSCRIBE TO JOIN THE FAMILY! Original video: https://www.youtube.com/watch?v=8YV0SdzkyWc Subscribe to Lifetime Memes: ...,x8fkoBo5vbI,False,True
419,(EPILEPSY WARNING) Cary plays BFDI GTTTATINT while rambling about life for over an hour,"THIS VIDEO IS SO GOOD IT HURTS also, it turns out my hometown is NOT around 55 miles from Stanford, so i'm cool.",4aRvqsnwdMY,False,True
420,(FNAF/SFM) Oh I Hate U! {EPILEPSY WARNING},Sorry for not uploading that often I'll try my best to upload more vids but I might consider doing a QnA video would u guys like to see that? Let me know in the ...,CWiWHhy1QFk,False,True
421,HTS | distance between two points | FULL MEP [EPILEPSY WARNING],"THERE ARE FAST-CHANGING BRIGHT COLOURS IN THIS VIDEO] ""we've got forever, slipping through out hands"" ------------------------------ Ok so first of all!",zndsPxE4Qkc,False,True
422,MMD Llama in my living room [Motion DL][Epilepsy warning],motion by me music:Aronchupa - Llama in My Living Room (Lyric Video) models zatsune by jaejoongdionee len alpaka by MMDlovemiku background by me ...,PL5COqmOVRk,False,True
423,Delete & Chris One - W4RR10R (Official Video) | Epilepsy Warning,OUT NOW: https://EoL.lnk.to/W4RR10R Track: Delete & Chris One - W4RR10R Label: End of Line Recordings Release date: 07-06-2018 Genre: Hardstyle ...,o0kI5kxeA_E,False,True
424,[FNAF | SFM] SCARY HOUR | EPILEPSY WARNING |,"Meh, thank you for 1k :0 Original music - https://www.youtube.com/watch?v=Y_aEbQnvew4 I don't know what happened to quality. Everything was fine at Sony ...",41zOOX8FWhI,False,True
425,Danger [MEME] [epilepsy warning],"Original: https://youtu.be/kVHPBHVqQWI ""finish the animations you already have started"" sORRY BUT I LOVE GEF THE MONGOOSE ?? anyways here's Gef. my ...",RBY59UzAsBs,False,True
426,Shoutout video #1 [/!\EPILEPSY WARNING/!\],"Yep, finally a shoutout video! Mostly of the people you'll see are my friends, but next time I'll try to do ""random"" people xD Please don't ask for a shoutout.",hR366PWiD8U,False,True
427,OCTOTHOTS MUSIC VIDEO (epilepsy warning),this shouldnt have taken me 3 weeks to make... too long BUT HERE IT IS song: https://www.youtube.com/watch?v=OJQyTnD74gk i used some royalty free ...,CvcDe1PfJFY,False,True
428,136.10Hz - Energy Balance - Epilepsy Warning,Please do not watch or listen to this video if you have a history of epilepsy as it may cause seizures. INSTRUCTIONS: Play through Hi-Fi speakers with a good ...,04CYcxQQ0tQ,True,True
429,m0ar mashr00ms [epilepsy warning] {eddsworld},original : https://youtu.be/HT6gTLWV4qc deviantart: http://only091.deviantart.com Instagram :https://www.instagram.com/zeno_091/ Eddsworld ...,2-ANcnivnJc,False,True
430,"""BI-POLAR"" [Meme/Short] [SFM/OC] Ft.Boyfriend :3 (EPILEPSY WARNING!)","This is just a video to show that i'm not dead. x3 Guys, look, for real. Tbh I'm trying my best to finish Build our Machine and shorts and collab parts and try to do ...",4RpoyRg22HY,False,True
431,Intro Weeliz | Zak'Arts ft. Braz // Epilepsy warning,Braz : https://www.youtube.com/channel/UCLSzUfXrYyXPbZ7_wYkpoDw Read desc before asking in the comments please Buy your intro now ...,cG1wI_4nFsQ,False,True
432,"[SFM FNAF | COLLAB] ""Bringing Us Home"" by TryHardNinja (EPILEPSY WARNING)","Well, it was pretty hard and fun for me and, I think, for my friends. We glad to upload it for you and we hope you will like it. If you interesting, it took a... month to do ...",zlwdUpRVPSQ,False,True
433,(sfm\blender\fnaf) Tjoc remix collab with Neon_Redux [EPILEPSY WARNING],the song is: tjoc + fnaf rap remix by jt music:https://www.youtube.com/watch?v=tncBh3ETMcw Neon_Redux ...,MBeJoDAM610,False,True
434,[MMD] - HYPOCRITE  | EPILEPSY WARNING |,乁(ツ)∫ Support me https://tipanddonation.com/riciaq Model(s) by: RiciaQ Motion by: SHOUJI https://www.youtube.com/watch?v=Xv8baruO4Co&t=0s Instagram: ...,_2LAU_kI6pk,False,True
435,Supernino - Telodirò [EPILEPSY WARNING],"Telodirò è il primo singolo estratto da ""Eday EP"", disco di debutto di Supernino, prodotto da ROL Produzioni. Musica e Testo: Supernino (https://goo.gl/fvA8ze) ...",RzhPdn6GIZg,False,True
436,TRAPPED by CRAZY CATS!! | PUSS! (Rage Game) - EPILEPSY WARNING,"Click Here for More GTLive Action! ▻▻ http://bit.ly/1Oo7KH9 Watch the FULL STREAM!! ▻▻ https://bit.ly/2wraCiy Can't Stop, Won't Stop! Dude STOP!",v3EPuJB3ghE,False,True
437,"Twiggy- ""Stay"" (Official Music Video) [Epilepsy Warning - Flashing Lights]","An older song that I was not originally going to release, but finally decided to add it as a bonus track on 'Twiggadelic' the album I am working on now. Visuals ...",htqKZr0IiEE,False,True
438,psycho teddy meme (epilepsy warning) (birdie reupload),,Fw3Tj3gulQ8,False,True
439,[SFM Pokemon] Zekrom Appears! (Epilepsy Warning),"Based off of Zekrom's appearance in Pokémon Black 2, yet I made it my own version in some ways.",MibkrllJeZg,False,True
440,"Dicktracy - ""Cold"" SINV Management - Official Music Video *EPILEPSY WARNING!","http://www.BlankTV.com - Dicktracy - ""Cold"" - Like this video? Come see thousands more at the Net's largest, uncensored, completely d.i.y. music video site, ...",tZtLbLcvBUc,False,True
441,Red Lips [meme] [Epilepsy warning] [Gore],"This took me forever, Even still some of the timing is off. ;_; You're welcome. Original: https://youtu.be/z7rmaodsQ-I Song: https://youtu.be/xq6yMwS1XcM All ...",wRjfvSE4qr4,False,True
442,You reposted in the wrong neighborhood (EPILEPSY WARNING),CREDITS: Music: Original Mix by: SHOKK https://www.youtube.com/watch?v=0cOAUSVBGX8 Vocals: Eminem - Shake that ft. Nate Dogg ...,H_q2G6OB0iY,False,True
443,Borderlands 2: UNKILLABLE Thrilling Retribution Krieg Flesh Build (Epilepsy Warning),Build explained In-depth on GearBox Forums - Level 72 Link Soon: http://forums.gearboxsoftware.com/showthread.php?p=4120741#post4120741 ...,iKyYd3fAToQ,False,True
444,[Creepypasta Animation MEME] Smile (Edge Warning+Slight Epilepsy Warning ),"wowza,,, this is hella edgy and lazy Original Meme: https://www.youtube.com/watch?v=NanhqTT6vYs Music Used: ...",Z-qUMEarBXU,False,True
445,⚠️Epilepsy warning ⚠️ spinner,,RhsFOhuprdI,False,True
446,Jack Frost crap stream ha ha. EPILEPSY WARNING: Flashing lights and colors.,"Jack Frost crap stream. Testing the colors, etc. EPILEPSY WARNING: Flashing lights and colors.",abmpmTglwjY,True,True
447,(SporeDotCam Reupload) Regular show entry (EPILEPSY WARNING),Taken from the regular show collab by theadventuretimefan where all of the entries are spaced out (https://www.youtube.com/watch?v=DUP6qJ2LLeM) i just put ...,4YVhNtFfN44,False,True
448,"Massive Beer Review 1705 Foam Brewing The Shining Double IPA *Epilepsy Warning: Sorry, Odd Cam Shake",,zp9NbPSy2Tc,False,True
449,EAR RAPE (EPILEPSY WARNING),WATCH TFUE HIT CLIPS.,NyJKO_kQa5E,False,True
450,MMD Creepypasta Wanna Play (Chucky Megamix) (EPILEPSY WARNING),More Creepypasta: https://www.youtube.com/watch?v=qgrIoDCShEE https://www.youtube.com/watch?v=WJDyWDfzTV8 Check out my DeviantART page: ...,8OKlUYT4Zm4,False,True
451,m0ar mashr00ms meme [EPILEPSY WARNING],Really like this meme lol Original: https://www.youtube.com/watch?v=HT6gTLWV4qc Inspired by: https://www.youtube.com/watch?v=HR8tItiTWWw.,N_0RZopMX6c,False,True
452,Custom PS3 Epilepsy Warning Screen - PS3 Homebrew,Thanks to LoboGuara for the video! Link to his Channel: http://www.youtube.com/user/scuticaria Thanks for watching!,_RhLwzm6R24,False,True
453,(YTP) DanTDM's Audio Loss Intesifies (Epilepsy Warning),Woah! 11k views! Thank you so much! Alternate titles : DanTDM takes a Selfie DanTDM goes back in time and destroys cavemen with snowballs DanTDM has a ...,wuMVYH7BCfk,False,True
454,PVPLounge | probs my best combotage [EPILEPSY WARNING],Welcome back to another video on my channel. Rendered in 1440p 45fps. ツ Hope that you're having an amazing day ツ ▻ Pack: (AdFly) (Click This If You Want ...,18nhQdKXwF4,False,True
455,[BOTW x MMD] Revali and Kass- LUVORATORRRRRY! *epilepsy warning*,"hey wassup sluts look at this stupid thing i did i know there's a lot of mistakes that i coulda fixed (some effects are off beat, the birds clip through the floor, etc.)",MVzc_rDcD7I,False,True
456,dogs react to mickey mouse clubhouse (epilepsy warning),AAAAAAGHGG.,UsyAROhI4t0,False,True
457,Feral Pride Fan Animation: Anemy's Death (HUGE GORE AND EPILEPSY WARNING),"Before commenting, please understand that this video took about 3 months and was released prier to episode 21 of Feral Pride. I made this using MS Paint and ...",I6VfirwHIPI,False,True
458,(OLD YTP) Inanimate LOL 1 - Drunk on Thin Ice (EPILEPSY WARNING!),My 4th YTP (But its old though :\). Disclaimer: I don't own any content on this video. BFDI by Jacknjellify. Inanimate Insanity II by AnimationEpic. YTP logo by ...,auhU58RRGOc,False,True
459,YourEnigma - Anime is Surreal | [Epilepsy Warning],Buy yourself some Unity! Bandcamp - http://yourenigma.bandcamp.com/album/unity iTunes - https://itunes.apple.com/us/album/unity/id1145994618 Sound my ...,eeD0lLmCsVw,False,True
460,Epilepsy Warning Mod POC (XMB mods now possible on OFW 4.82 with HAN),Epilepsy warning mods and other XMB mods now possible on OFW with HAN. In future versions of HAN Toolbox there will be a simple way to inject commonly ...,OZNs1K8aq6A,True,True
461,Tendencies - Can't Hide Your Love (Epilepsy Warning),Artzie Music - #1 Destination for Unique Music! Subscribe to us: http://tiny.cc/ArtzieSub Tendencies' “Can't Hide Your Love” is taken from the new 31-track ...,VXt4kbPtII8,False,True
462,killer | mogeko castle amv | gore warning | EPILEPSY WARNING!!,i havent uploaded since july lmao i think this fandom is dead but i dont care programs used: sony vegas pro 13 and photoshop cs5 song used: killer by the ...,DXa-BsjMnKM,False,True
463,Panda Bear Psychedelic OC MAP Part 15 ~ SoxzTheWolf (Epilepsy Warning???),i tried. ; ) THANKS YOUTUBE FOR RUINIGN THE QUALITY MEANS A LOT (Put in 720 quality it helps out a lot!) Naw I actually really like this XDD I hope y'all ...,fStUTyJf1b4,False,True
464,Happy Pills/Dc2 Animation/FNAF/Short (Epilepsy Warning),3:3:3:3:3:3:3:3:3:3:3:3:3:3:3:3:3:3;3;3;3;3;3;3;3;3;3;3;3;3;;3;3.,caxgcWJe8vs,False,True
465,(Epilepsy warning) Daddy Challenges you to Mortal Kombat for 1 hour - Rev [Vinesauce],Subscribe: http://bit.ly/RevSubscribe Full past streams: https://www.youtube.com/c/RevscarecrowAfterHours Buy Shirts: http://bit.ly/RevShirt Twitter: ...,5UonuzxQ1k0,False,True
466,Nightcore - ANTARCTICA (✹✹EPILEPSY WARNING✹✹),EPILEPSY WARNING✹✹ Original Song: $UICIDEBOY$ - ANTARCTICA This is made on non-profital basis and should stay that way. It is uploaded for ...,-iVKaQtLtW8,True,True
467,Darkorbit De5 AKA is the best (epilepsy warning),Songs used :https://www.youtube.com/watch?v=mKzLoZFz8PE https://www.youtube.com/watch?v=idPqijh2EWk hope you enjoyed :P #verliererseite.,2QFAFKfJ-98,False,True
468,[EPILEPSY WARNING] Leave It Behind | Dubstep Lyrics Teaser/WIP,"I was thinking of leaving this as Unlisted, but I decided to post this to show that I'm not dead on YouTube! Recently I approached Ivan's Stuff to collaborate, and ...",R8cUfc8yN3g,False,True
469,PinkAnt hits the dank trickshoter (epilepsy warning),https://www.twitch.tv/mrpinkant_is_hot.,48K_qyZQH-E,False,True
470,MLG Cars 3      *Epilepsy Warning,"Like, Subscribe, and leave a quickscope down below ! MLG Cars 3 *Epilepsy Warning -Chevy1.",IKBUGQMvLyE,True,True
471,More Secrets of the Guardians.  EPILEPSY WARNING: Flashing lights and  colors,"Jack Frost tells more about the Guardians, Santa, and how Santa get the toys around and stuff. EPILEPSY WARNING: This video has bright flashing lights and ...",I1J3R3_-XbI,True,True
472,EPILEPSY WARNING! Dark Star Login Screen - League of Legends,WARRNING: Some people may be sensitive to this kind of video and caution is recommended for those who may suffer from epilepsy. League of Legends ...,uUa_JNESHiI,True,True
473,Jack Frost draws angel dragon. Chill Cringe. EPILEPSY WARNING: FLASHING LIGHTS and COLORS),Chill stream. I draw an angel dragon. I eat. EPILEPSY WARNING: Flashing lights and colors in this video.,N8DM7Hj1DTo,True,True
474,[Undertale AUs - Omnipotent! Sans v2 - EPILEPSY WARNING] Omnipotence,"Art/redesign by: underhellsans18 This is v2 of the crappy remix of Omnipotence I did before, so I hope it's good enough now. If it's not, I'm too lazy to do anymore.",ipqBiwGp12g,False,True
475,(Read Description) Someday  - Hatsuyume (Epilepsy Warning),Warning: there are a lot of flashing lights in this game and the occasional jump scare. There is flashing water in the LSD World (Upper). I'm getting every feat and ...,rWAzAz_ve9o,False,True
476,{EPILEPSY WARNING} Not gonna bother finishing,Audio used: https://youtu.be/1RN6pT3zL44.,y-vAZsK0B2A,False,True
477,broadcast illusion |  17 [epilepsy warning?],eh MAP; https://www.youtube.com/watch?v=Ak40CDHDZAE.,DVCgpTCLf5k,False,True
478,I Broke Splatoon 2 — Glitched out Inkopolis and Octo Canyon [EPILEPSY WARNING],"My copy of Splatoon suddenly started FREAKING OUT. I have no idea why it happened, but I recorded all of the glitches I experienced. After resetting the game, ...",etU__GXtgJk,False,True
479,The Gota.io Community Video. (Official Track) // [Epilepsy warning!],"The Gota.io Community Video. ( Official Track ) Epilepsy warning! My Instagram : https://www.instagram.com/fluidmng/ hope you guys enjoyed this video , make ...",aPi33eVs9BM,True,True
480,[SFM HELLO NEIGHBOR/MEME] Bi-Polar [EPILEPSY WARNING!],"I'm just testing this bad bois in animation, It's okey I guess xD original music: https://www.youtube.com/watch?v=kJK52cyYugo channel: ...",1JTid6uPK3I,False,True
481,Smile _ Meme ( Gore + epilepsy WARNING),Heeey !!!! Pitit meme qui fait peur !!! Avec du sang et des pitites lumières de toutes les couleurs qui vont vite !! :D Mais faut pas avoir peur hein ? HEIN ??!! '^' Ah ...,kwOv9VTr-Ls,False,True
482,«‖•[Eddsworld Tord] Smile [Meme] (GORE & EPILEPSY WARNING)•‖»,OK! This is an animation meme I also love and I improved on the head bouncing and the face movement too! I'm so happy with this animation! I do not own the ...,UYfX5XjyFWI,False,True
483,Jack Frost tests video effects. EPILEPSY WARNING: Flashing lights and colors.,Jack Frost tests video effects. EPILEPSY WARNING: Flashing lights and colors.,AuqL-j0KND4,True,True
484,My cat remake (Epilepsy Warning!),,kRuxhQ0_nW8,False,True
485,【MMD】 HYPOCRITE / ЛИЦЕМЕР 【EPILEPSY WARNING!!!】,model testing I guess? even without the physics lel Check out my DeviantArt here: http://joshuakuun.deviantart.com/ ▻Credits◅ ✿ Motion & Camera: SHOUJI ...,NANT_qtatL4,False,True
486,Smile | MEME (GORE(?) + EPILEPSY WARNING),Оригинал: https://youtu.be/NanhqTT6vYs.,Q-34L2OY8sY,False,True
487,(Read Description) Someday  - Trapped (Jump Scare?/Epilepsy Warning),Warning: there are a lot of flashing lights in this game and the occasional jump scare. There are bright and flickery tiles in the Glitch World and a sort of sudden ...,iSikJViKgi0,False,True
488,YouRiko Animatic (Very Mild Epilepsy Warning),"don't say im portraying Yohane as a homewrecker because I'm not Also, this is a prequel to my Youhane animatic. Only Riko can see the redstring :^))) oof you ...",F6f0F3_k8BA,False,True
489,columbine | zero hour | EPILEPSY WARNING,YOUR EYES WILL BE RAPED ○ song : t.A.T.u. - 30 minutes (Kicks & Snares Trap remix) ○ TUMBLR : https://lnr-w.tumblr.com ○ INSTAGRAM ...,-OoZP-4Wiz8,False,True
490,S I C K - MEME (epilepsy warning),So I learned how to edit??? I did the sketch part about two weeks ago and I decided to finish it last night/today because I was in the mood :( ventyventven t but ...,3ajyF0rnDpw,False,True
491,Lionblaze PMV ((epilepsy warning)),"Seriously, there are very sudden flashing lights closer to the end. lionblaze, hawkfrost & tigerstar, heathertail, breezepelt, hollyleaf, cinderheart are the cats in ...",kdO7o9n44yk,False,True
492,epilepsy warning js,and a spooky warning -- Watch live at http://www.twitch.tv/magicalkillacow.,wfT2S8an6LQ,False,True
493,Mother's Cake - Void (Epilepsy Warning!!),Mother's Cake - Void Order Love The Filth: https://itunes.apple.com/at/artist/mothers-cake/id553867503 http://motherscake.com/ ...,H9H9lWjifGQ,False,True
494,Bill Cipher - I Do Love You((Meme))((EPILEPSY WARNING??????)),Original meme here https://www.youtube.com/watch?v=7SOrztmeDeg Kinda took me the whole night to make this. Now with 200% more animation! If any cringe ...,AvYA8YNLUwg,False,True
495,"m0ar mashr00ms (original meme) [epilepsy warning] {Знакомьтесь, Боб}","Original: me Song: RQ – CUM MONOLITH. Если что, я не употребляю..",HT6gTLWV4qc,False,True
496,Epilepsy warning! || Watch this if you're on the fence about Fallout 76,Twitter- https://twitter.com/Polorbear1147 THIS IS A WARNING IF you are loading in the game and looking at the shadows in the distance there is a chance that ...,A8wQpDyOo3Y,False,True
497,Meme SMILE! |epilepsy warning|,Original : https://www.youtube.com/watch?v=NanhqTT6vYs.,VdQOXNCVsSo,False,True
498,TEST YOU SUBWOOFER ⚠️EPILEPSY WARNING⚠️,"Now playing: rkm - Vicious w/SKYPIERR [Bass Boosted] Test your subwoofer/headphones wiht this bass boosted song. Show more (epilepsy warning, credits ...",r6gik93sxH4,True,True
499,Smile meme Monika version |Gore+Epilepsy Warning| [DDLC animation meme],"here's a new video) if you liked, then what did you see, then put like) I'll be very glad (^^) Also you can subscribe to my channel for more videos:3 I hope that you ...",105Xb1A_iR8,False,True
500,(EPILEPSY WARNING) Cary plays BFDI GTTTATINT while rambling about life for over an hour,"THIS VIDEO IS SO GOOD IT HURTS also, it turns out my hometown is NOT around 55 miles from Stanford, so i'm cool.",4aRvqsnwdMY,False,True
501,(EPILEPSY WARNING??) i hope you love me back meme,EPILEPSY?? SUICIDE?? Even though Rotis cut the noose before Shira did it.. oh shit another meme?? well thats because the falling in love meme was finished ...,sL57KSS8GRY,True,True
502,Shoutout video #1 [/!\EPILEPSY WARNING/!\],"Yep, finally a shoutout video! Mostly of the people you'll see are my friends, but next time I'll try to do ""random"" people xD Please don't ask for a shoutout.",hR366PWiD8U,False,True
503,MLG IPad  (epilepsy WARNING !),lol my first mlg viedo ;) if we hit 10 likes i will do next video :),7yjo42Kh2A4,False,True
504,DREAMS || MEME [EPILEPSY WARNING],"A dark character approaches. A very dangerous and mysterious one at that. What's with the mask? ""Bloodletter"" Ayyy, a new animation! sorry I was gone for like ...",0inn4aTCmUE,False,True
505,[Reflection] .:Animation MEME:. [EPILEPSY WARNING!] (Thanks for 500+ subs!),"Hey yay ^w^ Mais um meme fofinho pra começar bem a tarde Esse meme exige mais da edição do que da animação, e vocês sabem que tanto meu editor ...",gvfyTQu-byw,False,True
506,Thee Oh Sees - The Axis [EPILEPSY WARNING],"[EPILEPSY WARNING] THIS VIDEO CONTAINS FLASHING IMAGES From the album - A Weird Exits - 2016 (Castle Face Records) Fan video, I don't own shit ...",lMgGvv7Mzuo,True,True
507,CHILDHOOD MEME ft. NARUTO (Epilepsy Warning!),I wanted to do something simple with Naruto! Original: furlinq Where to find me: Society 6: https://society6.com/tanyacat Facebook: ...,5myA9viZcTA,False,True
508,Swooh - Power (Epilepsy Warning),Artzie Music - #1 Destination for Unique Music Subscribe to us: http://tiny.cc/ArtzieSub This track is taken from the compilation 'EQUINOXE' which released 5th ...,-QrH7Un-Vwc,False,True
509,Smile /MEME/ (Gore+epilepsy Warning) [+150 subs],"original: https://www.youtube.com/watch?v=NanhqTT6vYs Song: https://www.youtube.com/watch?v=5ls_x... gracias por ver!! la cancion no es mia, vean mai lirul ...",3g6Rmzcoa_s,False,True
510,Corrupting/Destroying Undertale - It's Only a Minor Glitch (EPILEPSY WARNING),"FLASHING COLOURS WARNING AND SOUND WARNING!!!)]] This... this.. is ... well, um. ... It really speaks for itself.. ye- yeah.. Hey! Do you want to corrupt Your ...",VziJGgjMqQw,False,True
511,Borderlands 2: UNKILLABLE Impulsive Backdraft Maya Build - (Epilepsy warning),Level 61 / Level 72 Build COMPLETELY Explained & listed in detail on GearBox Forums: http://forums.gearboxsoftware.com/showthread.php?t=292798 FREE ...,cxEYVs8F4sU,False,True
512,Please Don't Bite MEME || Eddsworld || Epilepsy Warning,DO NOT repost this This precious ghost bab need more love Original: https://www.youtube.com/watch?v=2DVDNXxcBY0 Inspired by: ...,Vn0xgm4qAs0,False,True
513,FIRE WILL - Serious Epilepsy Warning Time,"When your game doesn't look very good, make it flash and blink and SCREEEEAAAAM at your goddamn eyes!",MceYqs07V1E,False,True
514,Blood King (Epic Hybrid/Horror Music) [Epilepsy Warning] - David Toradze,Epic Music & Epic Visuals Unite! Enjoy & Stay Visual! The Tale of the Blood King V.1. Darkness awakes darkness Where Light is shrouded. The sky darkens with ...,YlyXl71NAB8,False,True
515,FNAF / SFM | Spite Of The Spirits | Whimper - MarvyanakaP (!SLIGHT EPILEPSY WARNING!),"Happy April Fools and Easter! (Who celebrates it.) This isn't a joke video, so do not worry watching it 'xD I have made a Straw Poll!! There is 14 songs to chose, ...",bl9CfRXeW7U,False,True
516,Danger [MEME] [epilepsy warning],"Original: https://youtu.be/kVHPBHVqQWI ""finish the animations you already have started"" sORRY BUT I LOVE GEF THE MONGOOSE ?? anyways here's Gef. my ...",RBY59UzAsBs,False,True
517,【SFM | DDLC 】Cruel World by Phantogram（CANCELLED/Epilepsy Warning）,"So, this was made like 2 months ago and I lost some interest in the song, but many other things are coming soon so, yay... also I'm not dead.",PmvTXS6CCCc,False,True
518,The Lego.EXE   | EPILEPSY WARNING |  Song: (MIKE RELM: THE CHUCKY MEGAMIX),Ye This Is Kinda Disturbing Tbh... Featuring: My EXE OC Tim Dragon ChineseDragonLol Katka CZE.,ob91tOaACv8,False,True
519,[Pinestar PMV] RUNS IN YOUR FAMILY (Epilepsy Warning!),Song: Runs in the Family - Amanda Palmer Subject: Warrior Cats by Erin Hunter Pinestar is played by Al Baldino Doestar is played by me I love Pinestar!,_TBs-W1jemc,False,True
520,Epilepsy Warning (Reals!),Twitter - https://twitter.com/EmoRin_ATH Athletico - https://twitter.com/AthleticoES.,EuGgyQKMHW8,False,True
521,Dustforce - Pinky Toes (epilepsy warning!),Warning: This map changes colors frequently and I would advise against watching this video if you are sensitive to things of this nature. Dustforce custom map.,l4SeKv1NC0g,False,True
522,It Seems Remake(Flash And Epilepsy Warning!),Original by BlueLemon: https://youtu.be/AY8k6Bf3RBw Old version: https://youtu.be/efQp7S3fmy8.,VNYNCrG-N68,False,True
523,[SFM STRANGER THINGS] UPSIDE DOWN - ST SONG BY SHADROW [EPILEPSY WARNING],"Happy Will Byers day everyone! Today is 33 years after Will Byers' kidnapping by the Demogorgon, the perfect release date for this animation! Unfortunately, not ...",GJOj3Z0Mop0,False,True
524,Glitch Test [EPILEPSY WARNING],"Music: Yes, She Knows [Fortune Howl Remix] http://phoenixandtheflowergirl.bandcamp.com/album/photo-synth-thesis-remixes.",nozvbM62qzY,False,True
525,E-Shrooms (HD) (20 Minutes) (Photosensitive/Epilepsy Warning),THIS VIDEO CONTAINS FLASHING IMAGES! (A warning for those with Epilepsy) E-Shrooms... I DO NOT OWN any of this content. This Is Link (Original Content) ...,AtRjcA5LMz0,True,True
526,[SFM] The Monsters Under My Bed REMIX | *EPILEPSY WARNING* | Animated Song,"After months, after 30+ sessions, after Sony Vegas crashes, after the PC broke twice, I proudly present you my most recent animation, The Monsters Under My ...",YVRW85tqaD0,False,True
527,Golden Light | Pony! | Vocals by Vylet | EPILEPSY WARNING THING,"Farewell, my friend. My love.* The first official single from Control Freaks the album, which is scheduled to be released this month or the next. All songs are ...",gq3a2gZeiPM,False,True
528,LPS||  Music Video - Control (!EPILEPSY WARNING!),"Żyję :) Ale uwaga, bolą mnie od tego oczy, nie zalecam oglądać, by nie wywołać ataku epilepsji. Tak, na serio. Mam już prawie przez ten materiał padaczkę xD I ...",KYL9saDCBKI,False,True
529,"""BI-POLAR"" [Meme/Short] [SFM/OC] Ft.Boyfriend :3 (EPILEPSY WARNING!)","This is just a video to show that i'm not dead. x3 Guys, look, for real. Tbh I'm trying my best to finish Build our Machine and shorts and collab parts and try to do ...",4RpoyRg22HY,False,True
530,THIS IS HOW WE RISE UP Original MEME (Epilepsy warning) [Sonic team SSS],Thank you for watching! Like and subscribe to my channel)) Used frames: 50 Music: Skillet - The Resistance My group: https://vk.com/koudokuclub My tumblr: ...,LkGaObyzlfQ,False,True
531,Five Nights At Freddy's | Flumpty's Jam - Animated Music Video [UNFINISHED] (EPILEPSY WARNING),"Welp...this is done and out of the way now, and this is a replacement for ""Not Here All Night"" cuz I lost all my ideas on that, plus I love this song more.",hj5jrBqde-M,False,True
532,LAZY TOWN: WE ARE NUMBER ONE (REJECT VERSION)(EPILEPSY WARNING),disclaimer:: DO NOT WATCH IF YOU SUFFER FROM EPILEPSY. IT CONTAINS FLASHING COLOURS.,nBz20xephC0,True,True
533,(epilepsy warning) Don’t Look at me (Original Animation Meme),The song “don't look at me that way mama” belongs to the wonderful vocaloid song artist KIKUO.,Cu7LznLd92E,False,True
534,m0ar mashr00ms [epilepsy warning] {eddsworld},original : https://youtu.be/HT6gTLWV4qc deviantart: http://only091.deviantart.com Instagram :https://www.instagram.com/zeno_091/ Eddsworld ...,2-ANcnivnJc,False,True
535,Solo \\Meme// (Epilepsy Warning!!!!!),Wow I'm proud!!,UzYa381HHi4,False,True
536,(: happy pills :) // EPILEPSY WARNING,original by okay; https://www.youtube.com/watch?v=9LF-im0zSpw song is happy pills by weathers; https://www.youtube.com/watch?v=y_0CCLR2aAw read my ...,CjS1OrVjnp0,False,True
537,Smile |Meme (epilepsy Warning! flash?),hello! haha this not about eddsworld but this is macaron! this he name heh heh :3c (i took him from skin minecraft pe lol and i love him very much!) anddd this ...,ebVX91CMbks,False,True
538,SUBJUGGLATOR (HALLOWEEN HORROR SPECIAL) [EPILEPSY WARNING],Facebook: https://www.facebook.com/koechiaki777/?ref=aymt_homepage_panel Deviantart: http://koesama.deviantart.com/ Twitter: https://twitter.com/koe_sama ...,22baha4zvLM,False,True
539,||Vocaloid - Karma|| LYRICS [EPILEPSY WARNING?],THANK YOU ALL SO MUCH! •Music - Karma •Artist - Vocaloid •Original Lyrics - Vocaloid •Video - Scourge Cat •Lyrics - Scourge Cat •Animations - Scourge Cat ...,uy4RykpKdfs,False,True
